name,semrush_profile,twitter,linkedin,facebook,instagram,website,job_title,summary,rank_name,alltime_rank_posts,alltime_rank_comments
Glenn Gabe,https://www.semrush.com/user/145965921/,https://twitter.com/glenngabe/,https://www.linkedin.com/in/glenngabe/,https://www.facebook.com/gsquaredinteractive/,,http://www.gsqi.com,President at G-Squared Interactive,"Glenn is a digital marketing consultant at G-Squared Interactive, focused heavily on SEO, SEM, and Social Advertising.",Master,68,122
Brett Elliott,https://www.semrush.com/user/149217985/,https://twitter.com/brettmandoes/,https://www.linkedin.com/in/brettmichaelelliott/,,,https://www.optimizetheory.com,SEO Consultant at Optimize Theory,"Brett Elliott is an SEO Consultant living in Des Moines, Iowa. He has a wife and three young boys who keep him running on low batteries and caffeine. Welcome to Nightvale is his favorite podcast, and Olympic National Park is his favorite vacation destination. You can connect with him on social media or contact him at www.optimizetheory.com.",Pro,69,373
Michael Quoc,https://www.semrush.com/user/147429793/,https://twitter.com/michaelquoc/,https://www.linkedin.com/in/michaelquoc/,https://www.facebook.com/michaelquoc/,,https://dealspotr.com/,Founder and CEO at Dealspotr,"Michael Quoc is the founder and CEO of Dealspotr, a crowdsourced savings platform that connects emerging brands, influencers and shoppers around today’s best deals. Dealspotr makes influencer marketing easier and more cost-effective for e-commerce brands.",Pro,70,0
Amanda Milligan,https://www.semrush.com/user/170437009/,https://twitter.com/millanda/,https://www.linkedin.com/in/amandamilligan/,,,http://frac.tl,Director of Marketing at Fractl,"Amanda Milligan is the Marketing Director at Fractl, a growth marketing agency that’s worked with Fortune 500 companies and boutique businesses alike. Throughout her content marketing career, she's managed the creation of 200+ content campaigns and led the strategy for 20+ clients. She spoke at 2019 SMX Advanced and 2019 Pubcon Pro Las Vegas. Her content marketing advice has appeared in Forbes, Content Marketing Institute, MarketingProfs’ Marketing Smarts Podcast, CMO and more. She also currently hosts the Fractl podcast Cashing In On Content Marketing.",Pro,71,285
Rob Woods,https://www.semrush.com/user/145925969/,https://twitter.com/robdwoods/,https://www.linkedin.com/in/robwoods/,https://www.facebook.com/robdwoods/,,http://robwoods.org/,SEO Consultant / Owner at Rob Woods Consulting,"Rob Woods has been an SEO consultant for 7 years, following 13 years of in-house SEO experience in both e-commerce and publishing. Rob currently consults with a variety of medium to large sites in e-commerce, health, real estate, software, and publishing.

Rob has spoken at numerous marketing events including State of Search, SMX Advanced, Pubcon, SEMPO Canada / Bing Search Summit, BlueGlassX, IIMA Fusion Conference, DMA Retail, ACCM (Annual Conference for Catalogs & Multi-Channel Merchants, Endeca Discover Conference, numerous marketing and SEO Meetup events, and served on the Advisory Board for SMX Toronto. He is also the Technical Editor of 2 SEO/E-commerce books, ""The Art of SEO"" and ""Social eCommerce"".",Master,72,40
Pratik Dholakiya,https://www.semrush.com/user/145665809/,,,,,,Founder at Growfusely,"Pratik Dholakiya is the Founder of Growfusely, a content marketing agency. He regularly speaks at various conferences about SEO, Content Marketing, Growth Hacking, Entrepreneurship, and Digital PR. Pratik has spoken at NextBigWhat's UnPluggd, IIT-Bombay, IIT-Roorkee, SMX Israel, Florida Public Relations Association's Annual Conference and other major events. Pratik has contributed on sites like Moz, SEW, SEJ, KISSmetrics, and Content Marketing Institute to name a few. He’s a ""must follow"" SEO expert according to Search Engine Watch and has been named one of the top content marketing influencers by Onalytica.",Pro,73,0
Alekh Verma,https://www.semrush.com/user/146544993/,https://twitter.com/eSearchLogix/,https://www.linkedin.com/in/eSearch-Logix/,https://www.facebook.com/eSearchLogix/,,https://www.esearchlogix.com/,Founder & CEO at eSearch Logix Technologies Pvt. Ltd.,"I am a Founder & CEO at eSearch Logix Technologies Pvt. Ltd. an expert and leading SEO Company in India helping businesses across the globe with having an experience of more than 8+ years. I like to write about SEO, PPC and other Digital marketing topics.",Pro,74,234
Sawaram Suthar,https://www.semrush.com/user/147142865/,https://twitter.com/sawarams/,https://www.linkedin.com/in/SawaramSuthar/,https://www.facebook.com/sawaram.suthar/,,https://thenextscoop.com,Marketing Head at Acquire Inc,"Sawaram Suthar is head of marketing at Acquire, a provider of chat software and also a founder of Jagat Media. A digital marketing consultant, he has experience in things including branding, promotions and page optimization, along with research and strategy. He has an MBA from the University of Pune.",Pro,75,865
Matt Orlic,https://www.semrush.com/user/146137857/,https://twitter.com/@mattorlic/,https://www.linkedin.com/in/matt-orlic-1a927a29/,,,,Founder at Inspire Brands Group,"Matt Orlic is the founder of Inspire Brands Group, which creates and develops brands worldwide by designing and manufacturing products in several industries, including consumer electronics, sports equipment, toys, sports apparel, and more. His brands are distributed globally through mass retailers, and he also is engaged into licensing agreements with some of the world’s biggest brands, including Angry Birds, Liverpool FC, Manchester United and UMBRO.",Expert,76,0
Mike Wood,https://www.semrush.com/user/146077841/,https://twitter.com/Legalmorning/,https://www.linkedin.com/in/legalmorning/,https://www.facebook.com/Legalmorning-1210823825723211/,,http://www.legalmorning.com/,Owner at Legalmorning.com,"Mike Wood is an online marketer, author and Wikipedia expert. He is the founder of Legalmorning.com, an online marketing agency that specializes in content writing, brand management and professional Wikipedia editing. He is a regular contributor to many online publications where he writes about business and marketing. Wood is the host of the Marketing Impact podcast and author of the book, Wikipedia As A Marketing Tool.",Pro,77,410
Randy Antin,https://www.semrush.com/user/146025041/,,,,,,,"Randy Antin is VP of marketing for Jumpshot, a marketing analytics solution that provides behavioral trend insights of its 100 million-user panel by analyzing their clickstream activity. He has previously held roles at numerous startups and more established companies, including The Gap Inc. and Travelocity. His digital marketing experience includes everything from search to affiliates to structured feeds to retargeting. He has been attracted to big data and behavioral trends ever since he came in seventh place in a fantasy baseball league 15 years ago. Connect with him on LinkedIn.",Expert,78,0
Dan Taylor,https://www.semrush.com/user/146095665/,https://twitter.com/taylordanrw/,,,,https://russiansearchnews.com/,Senior Account Manager at SALT.agency,"I'm Dan, and I'm an SEO consultant based in the UK, but I work with clients from all around the world. I'm also the editor at RussianSearchNews.com.

I work as part of the senior SEO team at SALT.agency.",Pro,79,90
Domenica D‘Ottavio,https://www.semrush.com/user/154274081/,https://twitter.com/heydomenica/,https://www.linkedin.com/in/domenicadottavio/,,,http://heydomenica.com,Brand Relationship Manager at Fractl,"Domenica D’Ottavio is a content marketer and digital PR manager at Fractl. When she’s not musing over the latest developments in content and PR, you can find her planning her next international trip. An advocate of remote work, she has had the opportunity to travel to 13 countries in the past 3 years.",Pro,80,109
Alexandra Tachalova,https://www.semrush.com/user/145720849/,https://twitter.com/twitter.com/alextachalova/,https://www.linkedin.com/in/linkedin.com/in/alexandra-tachalova-1776142b/,,,http://alextachalova.com/,Founder at Digital Olympus,"Alexandra Tachalova has worked in digital marketing for over six years. She is a digital marketing consultant, helping digital businesses to open new markets and boost sales. Alexandra is a frequent speaker, and Founder of online digital marketing event DigitalOlympus.net.",Pro,81,148
Gordon Campbell,https://www.semrush.com/user/146311377/,https://twitter.com/gorcampbell/,https://www.linkedin.com/in/gordondigital/,,,https://clickboost.co.uk,Digital Marketing Strategist at ClickBoost,"Gordon is a digital strategist based in Glasgow, Scotland and is Co-Founder of PPC agency ClickBoost.

Feel free to connect to me on Twitter or LinkedIn.",Pro,82,213
Akvile DeFazio,https://www.semrush.com/user/147383681/,https://twitter.com/AkvileDeFazio/,https://www.linkedin.com/in/akdefazio/,,,http://www.akvertise.com/,"President and Digital Advertising Specialist at AKvertise, Inc.","As someone who lives for connecting people, bringing together consumers and brands is what Akvile DeFazio, President of AKvertise, Inc., a social media advertising agency, does best. As a conversion driven marketer, Akvile is passionate about helping businesses expand their online visibility and reaching their goals. Her expertise lies in e-commerce, event marketing, mobile apps, and lead generation, by way of Facebook, Instagram, Twitter, Pinterest, and LinkedIn Ads.",Pro,83,202
Vahe Arabian,https://www.semrush.com/user/146611889/,https://twitter.com/vahearabianseo/,https://www.linkedin.com/in/onlinemarketingvahe/,,,http://www.stateofdigitalpublishing.com/,Founder & Editor in Chief at State of Digital Publishing,"Vahe Arabian is the founder of State of Digital Publishing, a digital publication and consultancy. Over the past 11 years, he has provided SEO and content strategy across startup agencies and digital media publishers.",Pro,84,898
